Année,Mois,Cas déclarés,Hospitalisations,Décès,Pays
2021,8,1306,2813,149,Espagne
2021,8,605,492,224,Italie
2021,8,3074,1234,467,Allemagne
2021,8,12266,1220,497,Belgique
2021,9,2902,2088,831,France
2021,9,13661,1477,827,Espagne
2021,9,12474,676,513,Italie
2021,9,12141,2987,629,Allemagne
2021,9,964,1999,167,Belgique
2021,10,399,1219,265,France
2021,10,1524,2505,223,Espagne
2021,10,1496,1497,793,Italie
2021,10,8327,868,337,Allemagne
2021,10,3450,921,782,Belgique
2021,11,12441,1812,147,France
2021,11,2800,802,412,Espagne
2021,11,9317,1482,30,Italie
2021,11,11964,2770,941,Allemagne
2021,11,13354,2404,243,Belgique
2021,12,9144,434,468,France
2021,12,10578,2987,727,Espagne
2021,12,5024,1869,978,Italie
2021,12,12331,2347,527,Allemagne
2021,12,8189,2349,573,Belgique
2022,1,13503,2251,259,France
2022,1,5793,1286,188,Espagne
2022,1,11567,2554,860,Italie
2022,1,5758,2795,621,Allemagne
2022,1,4749,2190,363,Belgique
2022,2,14838,2742,171,France
2022,2,3076,1294,293,Espagne
2022,2,3180,2099,243,Italie
2022,2,6215,339,208,Allemagne
2022,2,6709,1329,754,Belgique
2022,3,9870,2501,616,France
2022,3,6428,2846,439,Espagne
2022,3,3697,107,254,Italie
2022,3,3303,2042,333,Allemagne
2022,3,4528,1988,887,Belgique
2022,4,748,2102,37,France
2022,4,4616,1388,300,Espagne
2022,4,3927,882,240,Italie
2022,4,6364,1872,661,Allemagne
2022,4,4642,2217,507,Belgique
2022,5,8955,411,686,France
2022,5,8061,2562,465,Espagne
2022,5,13196,1048,668,Italie
2022,5,402,970,344,Allemagne
2022,5,530,2732,548,Belgique
2022,6,1844,2973,289,France
2022,6,9024,2075,929,Espagne
2022,6,2903,2189,909,Italie
2022,6,3799,1273,217,Allemagne
2022,6,6707,2730,87,Belgique
2022,7,2083,993,145,France
2022,7,9010,2218,731,Espagne
2022,7,8922,2611,21,Italie
2022,7,2093,2561,550,Allemagne
2022,7,9956,1057,790,Belgique
2022,8,7351,1716,710,France
2022,8,2102,456,323,Espagne
2022,8,410,1159,703,Italie
2022,8,4834,1850,942,Allemagne
2022,8,12120,120,851,Belgique
2022,9,4897,1871,179,France
2022,9,3454,1134,837,Espagne
2022,9,8839,2479,364,Italie
2022,9,10855,1259,806,Allemagne
2022,9,7025,1831,611,Belgique
2022,10,5475,426,391,France
2022,10,4600,29,133,Espagne
2022,10,3149,1523,272,Italie
2022,10,5280,681,349,Allemagne
2022,10,14263,2709,599,Belgique
2022,11,14595,1137,793,France
2022,11,7565,2609,169,Espagne
2022,11,11710,864,685,Italie
2022,11,4730,214,976,Allemagne
2022,11,6692,1658,247,Belgique
2022,12,13418,1122,928,France
2022,12,11897,1407,417,Espagne
2022,12,6960,1754,667,Italie
2022,12,13464,2803,281,Allemagne
2022,12,11315,2324,943,Belgique
2023,1,5767,664,207,France
2023,1,15000,1868,430,Espagne
2023,1,9424,2425,649,Italie
2023,1,9737,2884,158,Allemagne
2023,1,1176,2172,603,Belgique
2023,2,8848,440,905,France
2023,2,5972,2118,407,Espagne
2023,2,11899,500,813,Italie
2023,2,14122,2062,243,Allemagne
2023,2,11301,2480,398,Belgique
2023,3,12644,1429,401,France
2023,3,11051,2901,874,Espagne
2023,3,5175,1229,981,Italie
2023,3,14988,1401,553,Allemagne
2023,3,7654,790,823,Belgique
2023,4,7663,2614,979,France
2023,4,12789,946,807,Espagne
2023,4,2373,2301,854,Italie
2023,4,3844,344,729,Allemagne
2023,4,8060,1654,423,Belgique
2023,5,2849,1333,792,France
2023,5,7137,2243,913,Espagne
2023,5,3756,1046,477,Italie
2023,5,9038,2978,620,Allemagne
2023,5,11278,1317,179,Belgique
2023,6,3754,1659,386,France
2023,6,9698,1842,910,Espagne
2023,6,10926,2655,403,Italie
2023,6,12674,186,232,Allemagne
2023,6,14249,2822,688,Belgique
2023,7,3338,175,438,France
2023,7,3858,1514,597,Espagne
2023,7,13915,588,911,Italie
2023,7,3286,2451,510,Allemagne
2023,7,11330,1075,690,Belgique
2023,8,3041,1345,19,France
2023,8,2598,1912,163,Espagne
2023,8,14830,2330,99,Italie
2023,8,11613,2675,866,Allemagne
2023,8,1514,1341,112,Belgique
2023,9,6155,2809,839,France
2023,9,614,201,597,Espagne
2023,9,13002,768,861,Italie
2023,9,11581,2021,256,Allemagne
2023,9,13638,1928,107,Belgique
2023,10,3306,254,757,France
2023,10,12485,2415,25,Espagne
2023,10,14753,2593,184,Italie
2023,10,3150,2708,729,Allemagne
2023,10,9848,389,179,Belgique
2023,11,10450,1018,563,France
2023,11,8735,2170,824,Espagne
2023,11,4198,2484,969,Italie
2023,11,14802,786,627,Allemagne
2023,11,13399,2016,385,Belgique
2023,12,12082,832,534,France
2023,12,12665,77,368,Espagne
2023,12,4565,242,127,Italie
2023,12,11366,595,653,Allemagne
2023,12,11308,2944,587,Belgique
2024,1,9518,1287,693,France
2024,1,10568,1436,716,Espagne
2024,1,10487,2953,708,Italie
2024,1,1608,450,760,Allemagne
2024,1,14956,64,708,Belgique
2024,2,6148,690,156,France
2024,2,11691,1411,824,Espagne
2024,2,11539,2262,229,Italie
2024,2,6711,2627,843,Allemagne
2024,2,4016,243,988,Belgique
2024,3,7703,1098,776,France
2024,3,1379,2621,326,Espagne
2024,3,9756,1631,384,Italie
2024,3,3989,1645,202,Allemagne
2024,3,7886,1075,458,Belgique
2024,4,1283,556,258,France
2024,4,4448,333,248,Espagne
2024,4,6739,2218,533,Italie
2024,4,10329,988,539,Allemagne
2024,4,8920,1894,134,Belgique
2024,5,13241,2800,809,France
2024,5,2061,255,757,Espagne
2024,5,13017,2342,257,Italie
2024,5,11598,1975,779,Allemagne
2024,5,11222,2329,424,Belgique
2024,6,9843,1313,986,France
2024,6,4736,1320,508,Espagne
2024,6,2023,2509,858,Italie
2024,6,3664,1227,265,Allemagne
2024,6,2259,893,826,Belgique
2024,7,3538,2662,187,France
2024,7,4398,574,991,Espagne
2024,7,923,2341,697,Italie
2024,7,5208,2586,985,Allemagne
2024,7,12844,1889,395,Belgique
2024,8,7161,1819,865,France
2024,8,13898,2683,657,Espagne
2024,8,6195,1448,240,Italie
2024,8,1617,155,310,Allemagne
2024,8,9222,1431,399,Belgique
2024,9,11881,2593,736,France
2024,9,10232,825,88,Espagne
2024,9,13459,2920,264,Italie
2024,9,13470,740,610,Allemagne
2024,9,7710,1316,530,Belgique
2024,10,1044,1268,635,France
2024,10,13858,2964,923,Espagne
2024,10,2631,1514,697,Italie
2024,10,10165,170,972,Allemagne
2024,10,14947,2949,418,Belgique
2024,11,5021,1092,114,France
2024,11,3266,489,47,Espagne
2024,11,5985,738,468,Italie
2024,11,13776,724,471,Allemagne
2024,11,12561,209,500,Belgique
2024,12,618,1832,690,France
2024,12,5378,2352,423,Espagne
2024,12,7545,715,853,Italie
2024,12,9999,767,109,Allemagne
2024,12,12631,879,216,Belgique
2025,1,7170,1048,913,France
2025,1,11810,517,965,Espagne
2025,1,11528,2699,612,Italie
2025,1,13200,2089,715,Allemagne
2025,1,3946,46,211,Belgique
2025,2,4006,845,160,France
2025,2,4812,253,846,Espagne
2025,2,6353,2723,439,Italie
2025,2,682,2095,770,Allemagne
2025,2,1592,1946,6,Belgique
2025,3,1913,2805,29,France
2025,3,2099,1126,934,Espagne
2025,3,2656,2245,317,Italie
2025,3,11321,717,617,Allemagne
2025,3,1051,2942,719,Belgique
2025,4,6803,2267,515,France
2025,4,12158,68,33,Espagne
2025,4,10216,173,198,Italie
2025,4,1376,1530,385,Allemagne
2025,4,7667,386,945,Belgique
2025,5,7848,1329,88,France
2025,5,6793,303,770,Espagne
2025,5,6258,346,485,Italie
2025,5,2898,2678,393,Allemagne
2025,5,8362,1660,870,Belgique
2025,6,6044,2585,446,France
2025,6,4393,1385,5,Espagne
2025,6,4551,2641,651,Italie
2025,6,13268,1945,618,Allemagne
2025,6,4170,2333,789,Belgique
2025,7,9878,179,142,France
2025,7,6007,415,141,Espagne
2025,7,10025,2342,535,Italie
2025,7,5066,1061,733,Allemagne
2025,7,1393,49,320,Belgique
2025,8,880,1220,287,France
2025,8,8172,1178,245,Espagne
2025,8,13680,731,957,Italie
2025,8,4850,1687,145,Allemagne
2025,8,2211,1763,802,Belgique
2025,9,3414,2744,834,France
2025,9,5864,1354,19,Espagne
2025,9,1903,916,825,Italie
2025,9,6656,978,103,Allemagne
2025,9,14306,2817,610,Belgique
2025,10,2393,746,209,France
2025,10,10476,350,441,Espagne
2025,10,8962,2980,854,Italie
2025,10,10672,1719,942,Allemagne
2025,10,6093,927,853,Belgique
2025,11,2428,2316,150,France
2025,11,5040,2758,329,Espagne
2025,11,535,2487,64,Italie
2025,11,7566,1686,95,Allemagne
2025,11,3712,565,423,Belgique
2025,12,976,2758,208,France
2025,12,1007,835,856,Espagne
2025,12,14041,1316,777,Italie
2025,12,13071,2112,675,Allemagne
2025,12,1162,1415,398,Belgique
